nfilter,t1,t2,t3,t4,t5,label_mad
690,47.893,0,0,36.811,5.7,8003.5
231,17.333,0,0,12.674,0.601,4734
25,1.513,0,0,1.383,0.05,8969
26,0.582,0,0,1.373,1.252,637.5
501,21.361,0,0,25.71,19.999,1941
1521,90.385,0,0,77.62,12.454,5193
496,35.719,0,0,26.561,0.722,7755.5
21,1.332,0,0,1.293,0.04,5214
15,0.351,0,0,0.751,0.671,63
275,11.031,0,0,13.926,14.427,1306
1488,87.359,0,0,73.151,21.883,4209
453,38.003,0,0,24.187,2.805,5086
83,7.725,0,0,4.739,0.1,4659
8,0.24,0,0,0.521,0.451,5295
116,4.338,0,0,6.533,4.93,9220
1505,83.552,0,0,77.68,26.652,20679
926,58.863,0,0,49.165,4.579,11857.5
241,15.63,0,0,13.075,0.241,12746
26,0.661,0,0,1.753,1.202,24809.5
494,22.223,0,0,25.991,20.99,13780.5
1823,116.025,0,0,92.339,21.351,13432
979,72.411,0,0,51.079,4.068,11259
208,15.941,0,0,11.562,0.531,12117
26,1.372,0,0,1.383,0.06,4673.5
9,0.221,0,0,0.531,0.491,2313
175,6.222,0,0,9.639,7.374,10366
2357,117.397,0,0,121.896,27.603,19264
1057,64.816,0,0,52.862,11.182,11543
247,23.646,0,0,13.155,0.901,1607
16,1.593,0,0,0.912,0.14,3226.5
5,0.341,0,0,0.401,0.03,4631
25,0.632,0,0,1.734,1.102,4160
400,17.935,0,0,21.211,20.44,6687
1331,81.628,0,0,69.265,10.81,10432
655,39.356,0,0,36.862,1.563,15700
105,5.35,0,0,6.031,0.12,13744
29,0.721,0,0,1.683,1.293,25674
622,25.98,0,0,35.209,24.267,72027
2188,116.385,0,0,117.096,18.506,72643
1317,75.817,0,0,81.287,5.13,95718
392,23.416,0,0,22.223,0.721,109192
21,1.073,0,0,1.212,0.03,57563
24,0.591,0,0,1.383,1.132,4919.5
524,20.63,0,0,28.555,22.714,11030.5
2166,110.384,0,0,110.915,20.71,14866.5
1315,78.762,0,0,68.813,5.731,13952
372,23.675,0,0,21.271,0.732,14728.5
19,1.092,0,0,1.423,0.05,11912
31,0.641,0,0,2.073,1.523,6164
469,21.482,0,0,25.579,20.149,15079
1258,76.989,0,0,66.068,10.16,15995
297,23.996,0,0,17.033,0.832,20455
23,1.733,0,0,1.633,0.05,15369
25,0.751,0,0,1.372,1.153,29710
